File_Path,Sample,Flowcell_ID,Platform,Read_Length,Summed_Read_Numbers
testhifi.fq.gz,TILRUW,PAF987,PACBIO_SMRT,18400,52
testhifi.fq.gz,TILRUW,PAF987,PACBIO_SMRT,14700,114
testhifi.fq.gz,TILRUW,PAF987,PACBIO_SMRT,12400,129
testhifi.fq.gz,TILRUW,PAF987,PACBIO_SMRT,17800,77
testhifi.fq.gz,TILRUW,PAF987,PACBIO_SMRT,13200,122
testhifi.fq.gz,TILRUW,PAF987,PACBIO_SMRT,13100,129
testhifi.fq.gz,TILRUW,PAF987,PACBIO_SMRT,19500,42
testhifi.fq.gz,TILRUW,PAF987,PACBIO_SMRT,13900,121
testhifi.fq.gz,TILRUW,PAF987,PACBIO_SMRT,15400,107
testhifi.fq.gz,TILRUW,PAF987,PACBIO_SMRT,23400,8
testhifi.fq.gz,TILRUW,PAF987,PACBIO_SMRT,13600,119
testhifi.fq.gz,TILRUW,PAF987,PACBIO_SMRT,12700,151
testhifi.fq.gz,TILRUW,PAF987,PACBIO_SMRT,14400,126
testhifi.fq.gz,TILRUW,PAF987,PACBIO_SMRT,16600,92
testhifi.fq.gz,TILRUW,PAF987,PACBIO_SMRT,13300,127
testhifi.fq.gz,TILRUW,PAF987,PACBIO_SMRT,12000,121
testhifi.fq.gz,TILRUW,PAF987,PACBIO_SMRT,12200,138
testhifi.fq.gz,TILRUW,PAF987,PACBIO_SMRT,11500,103
testhifi.fq.gz,TILRUW,PAF987,PACBIO_SMRT,14500,132
testhifi.fq.gz,TILRUW,PAF987,PACBIO_SMRT,11100,77
testhifi.fq.gz,TILRUW,PAF987,PACBIO_SMRT,13700,135
testhifi.fq.gz,TILRUW,PAF987,PACBIO_SMRT,10700,37
testhifi.fq.gz,TILRUW,PAF987,PACBIO_SMRT,11700,103
testhifi.fq.gz,TILRUW,PAF987,PACBIO_SMRT,19600,42
testhifi.fq.gz,TILRUW,PAF987,PACBIO_SMRT,11600,115
testhifi.fq.gz,TILRUW,PAF987,PACBIO_SMRT,13400,132
testhifi.fq.gz,TILRUW,PAF987,PACBIO_SMRT,22300,18
testhifi.fq.gz,TILRUW,PAF987,PACBIO_SMRT,15500,114
testhifi.fq.gz,TILRUW,PAF987,PACBIO_SMRT,15200,116
testhifi.fq.gz,TILRUW,PAF987,PACBIO_SMRT,20000,28
testhifi.fq.gz,TILRUW,PAF987,PACBIO_SMRT,17400,66
testhifi.fq.gz,TILRUW,PAF987,PACBIO_SMRT,17700,61
testhifi.fq.gz,TILRUW,PAF987,PACBIO_SMRT,18900,47
testhifi.fq.gz,TILRUW,PAF987,PACBIO_SMRT,14900,133
testhifi.fq.gz,TILRUW,PAF987,PACBIO_SMRT,18800,51
testhifi.fq.gz,TILRUW,PAF987,PACBIO_SMRT,26900,1
testhifi.fq.gz,TILRUW,PAF987,PACBIO_SMRT,12800,146
testhifi.fq.gz,TILRUW,PAF987,PACBIO_SMRT,18000,55
testhifi.fq.gz,TILRUW,PAF987,PACBIO_SMRT,16900,80
testhifi.fq.gz,TILRUW,PAF987,PACBIO_SMRT,12600,141
testhifi.fq.gz,TILRUW,PAF987,PACBIO_SMRT,15100,105
testhifi.fq.gz,TILRUW,PAF987,PACBIO_SMRT,19000,45
testhifi.fq.gz,TILRUW,PAF987,PACBIO_SMRT,16100,116
testhifi.fq.gz,TILRUW,PAF987,PACBIO_SMRT,13500,136
testhifi.fq.gz,TILRUW,PAF987,PACBIO_SMRT,18700,51
testhifi.fq.gz,TILRUW,PAF987,PACBIO_SMRT,12300,141
testhifi.fq.gz,TILRUW,PAF987,PACBIO_SMRT,20300,35
testhifi.fq.gz,TILRUW,PAF987,PACBIO_SMRT,12500,129
testhifi.fq.gz,TILRUW,PAF987,PACBIO_SMRT,14200,127
testhifi.fq.gz,TILRUW,PAF987,PACBIO_SMRT,15600,105
testhifi.fq.gz,TILRUW,PAF987,PACBIO_SMRT,12900,121
testhifi.fq.gz,TILRUW,PAF987,PACBIO_SMRT,18300,71
testhifi.fq.gz,TILRUW,PAF987,PACBIO_SMRT,17000,81
testhifi.fq.gz,TILRUW,PAF987,PACBIO_SMRT,11900,97
testhifi.fq.gz,TILRUW,PAF987,PACBIO_SMRT,11000,57
testhifi.fq.gz,TILRUW,PAF987,PACBIO_SMRT,16400,96
testhifi.fq.gz,TILRUW,PAF987,PACBIO_SMRT,23500,10
testhifi.fq.gz,TILRUW,PAF987,PACBIO_SMRT,13000,128
testhifi.fq.gz,TILRUW,PAF987,PACBIO_SMRT,23700,8
testhifi.fq.gz,TILRUW,PAF987,PACBIO_SMRT,11800,125
testhifi.fq.gz,TILRUW,PAF987,PACBIO_SMRT,16000,81
testhifi.fq.gz,TILRUW,PAF987,PACBIO_SMRT,19100,45
testhifi.fq.gz,TILRUW,PAF987,PACBIO_SMRT,11300,79
testhifi.fq.gz,TILRUW,PAF987,PACBIO_SMRT,16800,85
testhifi.fq.gz,TILRUW,PAF987,PACBIO_SMRT,17300,68
testhifi.fq.gz,TILRUW,PAF987,PACBIO_SMRT,14300,114
testhifi.fq.gz,TILRUW,PAF987,PACBIO_SMRT,15000,98
testhifi.fq.gz,TILRUW,PAF987,PACBIO_SMRT,14600,105
testhifi.fq.gz,TILRUW,PAF987,PACBIO_SMRT,14100,126
testhifi.fq.gz,TILRUW,PAF987,PACBIO_SMRT,10800,43
testhifi.fq.gz,TILRUW,PAF987,PACBIO_SMRT,18100,64
testhifi.fq.gz,TILRUW,PAF987,PACBIO_SMRT,10300,28
testhifi.fq.gz,TILRUW,PAF987,PACBIO_SMRT,20100,29
testhifi.fq.gz,TILRUW,PAF987,PACBIO_SMRT,21100,29
testhifi.fq.gz,TILRUW,PAF987,PACBIO_SMRT,10500,21
testhifi.fq.gz,TILRUW,PAF987,PACBIO_SMRT,8400,19
testhifi.fq.gz,TILRUW,PAF987,PACBIO_SMRT,12100,117
testhifi.fq.gz,TILRUW,PAF987,PACBIO_SMRT,26200,3
testhifi.fq.gz,TILRUW,PAF987,PACBIO_SMRT,21300,24
testhifi.fq.gz,TILRUW,PAF987,PACBIO_SMRT,18600,57
testhifi.fq.gz,TILRUW,PAF987,PACBIO_SMRT,14800,107
testhifi.fq.gz,TILRUW,PAF987,PACBIO_SMRT,16200,98
testhifi.fq.gz,TILRUW,PAF987,PACBIO_SMRT,15900,89
testhifi.fq.gz,TILRUW,PAF987,PACBIO_SMRT,8100,10
testhifi.fq.gz,TILRUW,PAF987,PACBIO_SMRT,17600,71
testhifi.fq.gz,TILRUW,PAF987,PACBIO_SMRT,25200,4
testhifi.fq.gz,TILRUW,PAF987,PACBIO_SMRT,22700,12
testhifi.fq.gz,TILRUW,PAF987,PACBIO_SMRT,15300,115
testhifi.fq.gz,TILRUW,PAF987,PACBIO_SMRT,11200,92
testhifi.fq.gz,TILRUW,PAF987,PACBIO_SMRT,8500,23
testhifi.fq.gz,TILRUW,PAF987,PACBIO_SMRT,19300,42
testhifi.fq.gz,TILRUW,PAF987,PACBIO_SMRT,16300,110
testhifi.fq.gz,TILRUW,PAF987,PACBIO_SMRT,18500,58
testhifi.fq.gz,TILRUW,PAF987,PACBIO_SMRT,13800,138
testhifi.fq.gz,TILRUW,PAF987,PACBIO_SMRT,14000,146
testhifi.fq.gz,TILRUW,PAF987,PACBIO_SMRT,11400,100
testhifi.fq.gz,TILRUW,PAF987,PACBIO_SMRT,10400,26
testhifi.fq.gz,TILRUW,PAF987,PACBIO_SMRT,19400,49
testhifi.fq.gz,TILRUW,PAF987,PACBIO_SMRT,10900,58
testhifi.fq.gz,TILRUW,PAF987,PACBIO_SMRT,17200,87
testhifi.fq.gz,TILRUW,PAF987,PACBIO_SMRT,16500,111
testhifi.fq.gz,TILRUW,PAF987,PACBIO_SMRT,22100,16
testhifi.fq.gz,TILRUW,PAF987,PACBIO_SMRT,18200,51
testhifi.fq.gz,TILRUW,PAF987,PACBIO_SMRT,15800,120
testhifi.fq.gz,TILRUW,PAF987,PACBIO_SMRT,23000,13
testhifi.fq.gz,TILRUW,PAF987,PACBIO_SMRT,25600,8
testhifi.fq.gz,TILRUW,PAF987,PACBIO_SMRT,8600,8
testhifi.fq.gz,TILRUW,PAF987,PACBIO_SMRT,9300,15
testhifi.fq.gz,TILRUW,PAF987,PACBIO_SMRT,16700,102
testhifi.fq.gz,TILRUW,PAF987,PACBIO_SMRT,20800,24
testhifi.fq.gz,TILRUW,PAF987,PACBIO_SMRT,27200,1
testhifi.fq.gz,TILRUW,PAF987,PACBIO_SMRT,19200,56
testhifi.fq.gz,TILRUW,PAF987,PACBIO_SMRT,15700,115
testhifi.fq.gz,TILRUW,PAF987,PACBIO_SMRT,27300,3
testhifi.fq.gz,TILRUW,PAF987,PACBIO_SMRT,17100,87
testhifi.fq.gz,TILRUW,PAF987,PACBIO_SMRT,19700,40
testhifi.fq.gz,TILRUW,PAF987,PACBIO_SMRT,17500,70
testhifi.fq.gz,TILRUW,PAF987,PACBIO_SMRT,10600,27
testhifi.fq.gz,TILRUW,PAF987,PACBIO_SMRT,17900,53
testhifi.fq.gz,TILRUW,PAF987,PACBIO_SMRT,22500,17
testhifi.fq.gz,TILRUW,PAF987,PACBIO_SMRT,21400,28
testhifi.fq.gz,TILRUW,PAF987,PACBIO_SMRT,24500,8
testhifi.fq.gz,TILRUW,PAF987,PACBIO_SMRT,20900,28
testhifi.fq.gz,TILRUW,PAF987,PACBIO_SMRT,20200,27
testhifi.fq.gz,TILRUW,PAF987,PACBIO_SMRT,8800,10
testhifi.fq.gz,TILRUW,PAF987,PACBIO_SMRT,22800,13
testhifi.fq.gz,TILRUW,PAF987,PACBIO_SMRT,25500,1
testhifi.fq.gz,TILRUW,PAF987,PACBIO_SMRT,10000,22
testhifi.fq.gz,TILRUW,PAF987,PACBIO_SMRT,8700,21
testhifi.fq.gz,TILRUW,PAF987,PACBIO_SMRT,21800,15
testhifi.fq.gz,TILRUW,PAF987,PACBIO_SMRT,19900,37
testhifi.fq.gz,TILRUW,PAF987,PACBIO_SMRT,25900,4
testhifi.fq.gz,TILRUW,PAF987,PACBIO_SMRT,27100,2
testhifi.fq.gz,TILRUW,PAF987,PACBIO_SMRT,5700,1
testhifi.fq.gz,TILRUW,PAF987,PACBIO_SMRT,22900,15
testhifi.fq.gz,TILRUW,PAF987,PACBIO_SMRT,9800,12
testhifi.fq.gz,TILRUW,PAF987,PACBIO_SMRT,21700,12
testhifi.fq.gz,TILRUW,PAF987,PACBIO_SMRT,21900,24
testhifi.fq.gz,TILRUW,PAF987,PACBIO_SMRT,20500,29
testhifi.fq.gz,TILRUW,PAF987,PACBIO_SMRT,20700,25
testhifi.fq.gz,TILRUW,PAF987,PACBIO_SMRT,22400,14
testhifi.fq.gz,TILRUW,PAF987,PACBIO_SMRT,28200,2
testhifi.fq.gz,TILRUW,PAF987,PACBIO_SMRT,21200,22
testhifi.fq.gz,TILRUW,PAF987,PACBIO_SMRT,8900,14
testhifi.fq.gz,TILRUW,PAF987,PACBIO_SMRT,22600,13
testhifi.fq.gz,TILRUW,PAF987,PACBIO_SMRT,21600,26
testhifi.fq.gz,TILRUW,PAF987,PACBIO_SMRT,19800,37
testhifi.fq.gz,TILRUW,PAF987,PACBIO_SMRT,8300,17
testhifi.fq.gz,TILRUW,PAF987,PACBIO_SMRT,20400,31
testhifi.fq.gz,TILRUW,PAF987,PACBIO_SMRT,600,1
testhifi.fq.gz,TILRUW,PAF987,PACBIO_SMRT,9100,18
testhifi.fq.gz,TILRUW,PAF987,PACBIO_SMRT,23200,8
testhifi.fq.gz,TILRUW,PAF987,PACBIO_SMRT,9700,8
testhifi.fq.gz,TILRUW,PAF987,PACBIO_SMRT,21500,16
testhifi.fq.gz,TILRUW,PAF987,PACBIO_SMRT,21000,27
testhifi.fq.gz,TILRUW,PAF987,PACBIO_SMRT,20600,32
testhifi.fq.gz,TILRUW,PAF987,PACBIO_SMRT,22000,17
testhifi.fq.gz,TILRUW,PAF987,PACBIO_SMRT,8000,5
testhifi.fq.gz,TILRUW,PAF987,PACBIO_SMRT,7800,2
testhifi.fq.gz,TILRUW,PAF987,PACBIO_SMRT,25100,5
testhifi.fq.gz,TILRUW,PAF987,PACBIO_SMRT,10100,14
testhifi.fq.gz,TILRUW,PAF987,PACBIO_SMRT,24600,4
testhifi.fq.gz,TILRUW,PAF987,PACBIO_SMRT,28900,2
testhifi.fq.gz,TILRUW,PAF987,PACBIO_SMRT,25700,6
testhifi.fq.gz,TILRUW,PAF987,PACBIO_SMRT,26000,2
testhifi.fq.gz,TILRUW,PAF987,PACBIO_SMRT,10200,15
testhifi.fq.gz,TILRUW,PAF987,PACBIO_SMRT,22200,17
testhifi.fq.gz,TILRUW,PAF987,PACBIO_SMRT,26300,3
testhifi.fq.gz,TILRUW,PAF987,PACBIO_SMRT,9900,8
testhifi.fq.gz,TILRUW,PAF987,PACBIO_SMRT,8200,11
testhifi.fq.gz,TILRUW,PAF987,PACBIO_SMRT,9400,6
testhifi.fq.gz,TILRUW,PAF987,PACBIO_SMRT,23900,5
testhifi.fq.gz,TILRUW,PAF987,PACBIO_SMRT,23800,5
testhifi.fq.gz,TILRUW,PAF987,PACBIO_SMRT,24800,5
testhifi.fq.gz,TILRUW,PAF987,PACBIO_SMRT,500,1
testhifi.fq.gz,TILRUW,PAF987,PACBIO_SMRT,24700,4
testhifi.fq.gz,TILRUW,PAF987,PACBIO_SMRT,25000,6
testhifi.fq.gz,TILRUW,PAF987,PACBIO_SMRT,23600,8
testhifi.fq.gz,TILRUW,PAF987,PACBIO_SMRT,29200,1
testhifi.fq.gz,TILRUW,PAF987,PACBIO_SMRT,24900,6
testhifi.fq.gz,TILRUW,PAF987,PACBIO_SMRT,9200,8
testhifi.fq.gz,TILRUW,PAF987,PACBIO_SMRT,9000,20
testhifi.fq.gz,TILRUW,PAF987,PACBIO_SMRT,24000,13
testhifi.fq.gz,TILRUW,PAF987,PACBIO_SMRT,26700,3
testhifi.fq.gz,TILRUW,PAF987,PACBIO_SMRT,23100,1
testhifi.fq.gz,TILRUW,PAF987,PACBIO_SMRT,28100,1
testhifi.fq.gz,TILRUW,PAF987,PACBIO_SMRT,6400,1
testhifi.fq.gz,TILRUW,PAF987,PACBIO_SMRT,24200,6
testhifi.fq.gz,TILRUW,PAF987,PACBIO_SMRT,23300,11
testhifi.fq.gz,TILRUW,PAF987,PACBIO_SMRT,9500,11
testhifi.fq.gz,TILRUW,PAF987,PACBIO_SMRT,29400,1
testhifi.fq.gz,TILRUW,PAF987,PACBIO_SMRT,28300,3
testhifi.fq.gz,TILRUW,PAF987,PACBIO_SMRT,24100,5
testhifi.fq.gz,TILRUW,PAF987,PACBIO_SMRT,28500,1
testhifi.fq.gz,TILRUW,PAF987,PACBIO_SMRT,27500,1
testhifi.fq.gz,TILRUW,PAF987,PACBIO_SMRT,26500,2
testhifi.fq.gz,TILRUW,PAF987,PACBIO_SMRT,300,1
testhifi.fq.gz,TILRUW,PAF987,PACBIO_SMRT,28000,1
testhifi.fq.gz,TILRUW,PAF987,PACBIO_SMRT,26800,2
testhifi.fq.gz,TILRUW,PAF987,PACBIO_SMRT,3300,1
testhifi.fq.gz,TILRUW,PAF987,PACBIO_SMRT,36500,1
testhifi.fq.gz,TILRUW,PAF987,PACBIO_SMRT,7900,1
testhifi.fq.gz,TILRUW,PAF987,PACBIO_SMRT,9600,5
testhifi.fq.gz,TILRUW,PAF987,PACBIO_SMRT,24400,3
testhifi.fq.gz,TILRUW,PAF987,PACBIO_SMRT,36700,1
testhifi.fq.gz,TILRUW,PAF987,PACBIO_SMRT,25800,2
testhifi.fq.gz,TILRUW,PAF987,PACBIO_SMRT,24300,1
testhifi.fq.gz,TILRUW,PAF987,PACBIO_SMRT,26600,2
testhifi.fq.gz,TILRUW,PAF987,PACBIO_SMRT,27400,2
testhifi.fq.gz,TILRUW,PAF987,PACBIO_SMRT,26100,2
testhifi.fq.gz,TILRUW,PAF987,PACBIO_SMRT,7300,2
testhifi.fq.gz,TILRUW,PAF987,PACBIO_SMRT,31700,1
testhifi.fq.gz,TILRUW,PAF987,PACBIO_SMRT,27000,1
testhifi.fq.gz,TILRUW,PAF987,PACBIO_SMRT,28700,1
testhifi.fq.gz,TILRUW,PAF987,PACBIO_SMRT,27700,2
testhifi.fq.gz,TILRUW,PAF987,PACBIO_SMRT,27900,1
testhifi.fq.gz,TILRUW,PAF987,PACBIO_SMRT,25300,1
testhifi.fq.gz,TILRUW,PAF987,PACBIO_SMRT,27800,1
